transcript	l_tr	l_utr5	l_cds	l_utr3
ENST00000312994	5107	321	1866	2920
ENST00000301258	982	44	345	593
ENST00000275884	3735	418	3030	287
ENST00000296543	6174	273	2601	3300
ENST00000321535	1685	138	1329	218
ENST00000314218	3238	191	2133	914
ENST00000293925	7671	0	3810	3861
ENST00000297354	3698	105	795	2798
ENST00000285379	1562	75	783	704
ENST00000323534	8402	468	552	7382
ENST00000307826	8445	253	1338	6854
ENST00000309170	2588	388	1017	1183
ENST00000303334	3858	42	1716	2100
ENST00000309988	1084	85	462	537
ENST00000279024	6377	235	3603	2539
ENST00000279441	1759	37	1431	291
ENST00000276585	838	11	564	263
ENST00000300835	2078	218	1758	102
ENST00000290354	998	114	834	50
ENST00000306177	5155	158	3951	1046
ENST00000307720	1830	108	1113	609
ENST00000313726	4341	183	3414	744
ENST00000306708	3590	96	2391	1103
ENST00000317552	6168	352	2004	3812
ENST00000325455	13037	743	2802	9492
ENST00000278422	1645	26	891	728
ENST00000290524	3576	179	1851	1546
ENST00000317635	958	9	579	370
ENST00000296149	1352	122	801	429
ENST00000275034	11926	186	5466	6274
ENST00000312377	3106	101	1899	1106
ENST00000278833	1358	25	1056	277
ENST00000309880	2028	223	1416	389
ENST00000309594	2233	65	309	1859
ENST00000323684	1549	79	1278	192
ENST00000304061	2462	85	1926	451
ENST00000298556	1395	147	657	591
ENST00000309447	7800	325	5229	2246
ENST00000322067	2400	111	927	1362
ENST00000284292	1210	143	237	830
ENST00000284142	1080	113	888	79
ENST00000316649	3486	237	1662	1587
ENST00000307169	2891	89	1701	1101
ENST00000302755	1844	94	720	1030
ENST00000307179	18865	175	3357	15333
ENST00000308924	2146	70	1428	648
ENST00000279791	933	0	933	0
ENST00000287097	9031	13	4338	4680
ENST00000317881	1307	72	897	338
ENST00000299045	2277	244	1560	473
ENST00000275300	3234	42	1671	1521
ENST00000279575	923	38	744	141
ENST00000304883	5359	310	1398	3651
ENST00000297994	2293	77	951	1265
ENST00000309983	3184	89	738	2357
ENST00000301776	2182	133	927	1122
ENST00000300179	3584	159	2526	899
ENST00000301896	1292	296	651	345
ENST00000324447	2952	74	2715	163
ENST00000282344	4412	172	1113	3127
ENST00000276689	691	64	540	87
ENST00000315323	3779	205	1698	1876
ENST00000307360	5409	152	2847	2410
ENST00000303319	1392	164	891	337
ENST00000287275	1560	311	885	364
ENST00000280097	3132	19	879	2234
ENST00000299641	3535	343	2652	540
ENST00000323076	3643	91	1884	1668
ENST00000274643	5754	299	1167	4288
ENST00000295851	22039	121	1542	20376
ENST00000315520	2544	227	849	1468
ENST00000293761	2697	27	1989	681
ENST00000316461	1133	363	516	254
ENST00000308227	634	71	465	98
ENST00000290583	5582	783	1398	3401
ENST00000293771	2154	53	1848	253
ENST00000301790	1166	160	840	166
ENST00000282884	1994	541	1260	193
ENST00000308304	1464	309	681	474
ENST00000300692	701	98	516	87
ENST00000298622	6493	0	2535	3958
ENST00000275815	3310	51	2931	328
ENST00000322054	4825	470	1608	2747
ENST00000274938	7819	463	2982	4374
ENST00000299766	1714	426	999	289
ENST00000298440	2285	244	1014	1027
ENST00000296877	861	27	234	600
ENST00000303395	11853	391	6030	5432
ENST00000282507	2342	93	1572	677
ENST00000306954	1125	28	303	794
ENST00000297784	5340	733	2283	2324
ENST00000280191	1142	23	918	201
ENST00000278314	4892	294	1821	2777
ENST00000290200	1941	99	978	864
ENST00000296589	1728	110	1593	25
ENST00000317643	1754	69	1404	281
ENST00000294543	2946	241	1905	800
ENST00000299106	3765	12	933	2820
ENST00000315190	3099	338	324	2437
ENST00000286317	2071	63	702	1306
ENST00000301071	1672	101	1356	215
ENST00000312143	5283	364	1122	3797
ENST00000308284	3985	90	3183	712
ENST00000321149	1993	368	1263	362
ENST00000316218	1844	140	1560	144
ENST00000276054	3475	549	1974	952
ENST00000312293	1130	210	774	146
ENST00000323646	2594	355	489	1750
ENST00000301061	2246	321	1170	755
ENST00000295050	3223	91	1470	1662
ENST00000280098	6056	410	1179	4467
ENST00000297596	2187	239	891	1057
ENST00000308831	1104	56	633	415
ENST00000312989	1389	11	1026	352
ENST00000313288	2799	124	2517	158
ENST00000277225	10345	220	7521	2604
ENST00000295834	501	45	384	72
ENST00000299178	6222	365	1257	4600
ENST00000310961	6507	418	4488	1601
ENST00000295491	1550	20	429	1101
ENST00000301178	4717	170	2685	1862
ENST00000291744	1062	12	942	108
ENST00000283290	1568	434	945	189
ENST00000294435	625	31	405	189
ENST00000281142	2987	436	2067	484
ENST00000309863	6909	69	5055	1785
ENST00000298569	2786	330	918	1538
ENST00000308868	3427	57	504	2866
ENST00000304790	1444	117	1206	121
ENST00000305513	4405	189	2415	1801
ENST00000299665	1973	230	648	1095
ENST00000281722	2524	176	1602	746
ENST00000290363	2011	714	1158	139
ENST00000313115	471	80	207	184
ENST00000289805	2331	79	1275	977
ENST00000293745	1940	11	1536	393
ENST00000299759	1460	142	927	391
ENST00000303991	4234	201	3027	1006
ENST00000324685	5309	110	3006	2193
ENST00000320065	954	0	954	0
ENST00000289119	2029	109	1230	690
ENST00000303657	3959	116	2172	1671
ENST00000285873	5404	78	4527	799
ENST00000308987	779	65	240	474
ENST00000294489	3104	341	717	2046
ENST00000277865	3300	74	1677	1549
ENST00000309996	7681	508	7173	0
ENST00000281834	3492	155	552	2785
ENST00000318631	2064	30	600	1434
ENST00000315013	2682	57	2238	387
ENST00000308700	3384	952	738	1694
ENST00000305536	1823	46	969	808
ENST00000300406	889	311	210	368
ENST00000298912	12749	116	3009	9624
ENST00000282957	1452	13	1254	185
ENST00000314392	912	34	255	623
ENST00000286482	1781	228	957	596
ENST00000282397	7123	285	4017	2821
ENST00000308448	4640	379	1086	3175
ENST00000294854	3735	20	3231	484
ENST00000323699	2032	97	972	963
ENST00000312298	939	0	939	0
ENST00000278060	1830	55	1536	239
ENST00000321196	5669	681	2511	2477
ENST00000318663	2204	222	888	1094
ENST00000302541	5073	338	2580	2155
ENST00000281741	4557	371	2478	1708
ENST00000306071	2560	67	1506	987
ENST00000303910	509	0	393	116
ENST00000291700	1109	71	279	759
ENST00000299163	12927	16	1050	11861
ENST00000310054	2612	46	1515	1051
ENST00000321867	5322	380	3153	1789
ENST00000301264	2105	93	1365	647
ENST00000291526	603	37	390	176
ENST00000318430	4426	389	2181	1856
ENST00000309868	4439	249	2052	2138
ENST00000294304	5177	124	4848	205
ENST00000314262	2889	49	2574	266
ENST00000307630	3705	183	744	2778
ENST00000305233	2615	27	1773	815
ENST00000288462	2130	446	1386	298
ENST00000304887	2363	110	1134	1119
ENST00000315204	2707	523	1545	639
ENST00000280155	3879	968	1398	1513
ENST00000313005	5835	461	1506	3868
ENST00000310137	5367	91	2010	3266
ENST00000295121	2591	84	1074	1433
ENST00000296215	4554	64	1191	3299
ENST00000278070	5328	29	4995	304
ENST00000289382	2515	79	1533	903
ENST00000313597	1522	68	1263	191
ENST00000315453	1758	0	933	825
ENST00000282466	8562	204	7872	486
ENST00000324589	2169	61	1674	434
ENST00000314471	4519	1035	2085	1399
ENST00000311445	1374	282	483	609
ENST00000295317	2953	113	1203	1637
ENST00000325318	625	88	429	108
ENST00000301732	6602	694	5115	793
ENST00000291547	5300	159	1311	3830
ENST00000313601	2219	132	1068	1019
ENST00000276414	1760	1324	279	157
ENST00000312637	1287	157	573	557
ENST00000322937	2005	103	1344	558
ENST00000321030	1833	52	1500	281
ENST00000311437	6108	133	1590	4385
ENST00000299977	10555	112	2676	7767
ENST00000281455	3712	85	2097	1530
ENST00000311069	747	262	411	74
ENST00000302060	5102	80	1077	3945
ENST00000307388	3973	106	951	2916
ENST00000317012	2214	912	657	645
ENST00000295666	1427	34	849	544
ENST00000299824	6259	197	1704	4358
ENST00000290378	1382	66	1134	182
ENST00000324868	2117	23	1434	660
ENST00000297293	8974	316	4512	4146
ENST00000306675	2507	424	1563	520
ENST00000311330	2551	17	2274	260
ENST00000323716	2371	133	1032	1206
ENST00000298231	1699	172	855	672
ENST00000324444	1377	132	1215	30
ENST00000293330	577	87	396	94
ENST00000308946	2287	450	942	895
ENST00000306268	2321	61	1137	1123
ENST00000312423	1662	37	690	935
ENST00000275766	1766	25	903	838
ENST00000321429	5738	407	4656	675
ENST00000285021	3650	33	2823	794
ENST00000301263	749	23	387	339
ENST00000308618	4203	137	1431	2635
ENST00000307731	3859	18	1740	2101
ENST00000300107	4695	189	1902	2604
ENST00000290294	382	126	174	82
ENST00000312527	3976	717	1005	2254
ENST00000325385	3366	146	2658	562
ENST00000316737	1040	150	738	152
ENST00000297788	4246	444	3465	337
ENST00000292401	1181	11	897	273
ENST00000300778	1096	90	954	52
ENST00000299164	6006	329	2853	2824
ENST00000292562	2953	202	2016	735
ENST00000310053	5320	197	3030	2093
ENST00000319813	981	0	981	0
ENST00000295083	1717	80	609	1028
ENST00000296529	3210	283	1038	1889
ENST00000301459	2915	708	1572	635
ENST00000299459	927	0	927	0
ENST00000299157	2902	87	1134	1681
ENST00000316519	3256	150	2019	1087
ENST00000292644	2712	69	1302	1341
ENST00000314117	1326	89	816	421
ENST00000315758	2170	55	1017	1098
ENST00000312783	2223	243	1212	768
ENST00000315396	3215	683	2013	519
ENST00000278765	974	133	678	163
ENST00000308874	1759	545	822	392
ENST00000299300	1916	63	1608	245
ENST00000282849	5833	339	3666	1828
ENST00000314032	2277	203	939	1135
ENST00000282326	2095	288	1227	580
ENST00000315467	1560	117	522	921
ENST00000296498	4809	283	2628	1898
ENST00000296946	2436	469	1308	659
ENST00000310418	1139	176	690	273
ENST00000301407	693	184	468	41
ENST00000276202	6719	157	6222	340
ENST00000288078	3907	58	3255	594
ENST00000295640	2399	19	1953	427
ENST00000320634	4667	108	951	3608
ENST00000320129	2332	303	1569	460
ENST00000321662	4200	312	1290	2598
ENST00000307017	7081	534	3129	3418
ENST00000312428	12419	126	12075	218
ENST00000314761	2647	19	2493	135
ENST00000306511	1440	97	1281	62
ENST00000305626	4248	75	690	3483
ENST00000283025	1597	57	1458	82
ENST00000320876	8833	350	6018	2465
ENST00000279027	4041	38	1809	2194
ENST00000287721	1161	46	927	188
ENST00000286791	1725	0	729	996
ENST00000305031	3857	365	2649	843
ENST00000316623	11609	316	8616	2677
ENST00000309042	7309	323	3294	3692
ENST00000299206	2670	371	1728	571
ENST00000318351	1699	34	1344	321
ENST00000325656	3991	70	828	3093
ENST00000314595	3785	90	3525	170
ENST00000313250	1264	19	837	408
ENST00000311737	809	13	744	52
ENST00000279230	4192	120	3705	367
ENST00000315480	4470	170	2745	1555
ENST00000314891	2165	96	1575	494
ENST00000309794	3814	63	1371	2380
ENST00000302851	4529	197	1461	2871
ENST00000323670	4348	147	426	3775
ENST00000280481	16122	268	9510	6344
ENST00000300773	939	0	939	0
ENST00000302632	2244	241	1029	974
ENST00000299432	2423	66	1383	974
ENST00000316495	878	278	438	162
ENST00000295930	1727	162	1005	560
ENST00000311519	3240	0	3240	0
ENST00000280612	9645	280	1506	7859
ENST00000296444	2034	80	723	1231
ENST00000303941	2553	106	2298	149
ENST00000289902	590	27	261	302
ENST00000290374	2922	510	966	1446
ENST00000296597	632	51	510	71
ENST00000306503	4771	172	1611	2988
ENST00000316534	3756	74	2202	1480
ENST00000300976	4351	27	1848	2476
ENST00000287667	4312	131	3669	512
ENST00000274629	4742	133	576	4033
ENST00000322310	863	51	360	452
ENST00000303592	2065	259	1338	468
ENST00000317058	1159	193	882	84
ENST00000302313	3965	10	2034	1921
ENST00000321287	2150	406	1389	355
ENST00000281441	2205	59	828	1318
ENST00000311008	2205	374	1587	244
ENST00000307844	663	0	663	0
ENST00000288937	2305	44	528	1733
ENST00000304411	2642	195	1128	1319
ENST00000295755	701	225	336	140
ENST00000322536	3217	85	2628	504
ENST00000308748	1816	484	1173	159
ENST00000312010	5234	325	3372	1537
ENST00000301019	2664	43	1641	980
ENST00000321617	4969	541	3609	819
ENST00000284049	6457	148	5133	1176
ENST00000297423	3625	21	2748	856
ENST00000325192	2935	295	933	1707
ENST00000275016	2432	236	1410	786
ENST00000318442	6262	174	2235	3853
ENST00000295314	1232	100	1038	94
ENST00000306051	2957	117	1080	1760
ENST00000314737	3858	84	3381	393
ENST00000310074	4369	208	1263	2898
ENST00000284669	2460	77	1821	562
ENST00000295049	5419	129	1506	3784
ENST00000303210	1664	273	1023	368
ENST00000323865	4572	726	1269	2577
ENST00000298532	5010	369	4410	231
ENST00000312515	822	76	618	128
ENST00000317216	4514	536	1164	2814
ENST00000310842	1528	723	564	241
ENST00000301964	1974	285	1299	390
ENST00000315567	1175	19	978	178
ENST00000285199	4185	116	3372	697
ENST00000299964	2012	158	795	1059
ENST00000275732	6530	1210	3108	2212
ENST00000324662	1922	33	1674	215
ENST00000295522	3446	240	636	2570
ENST00000292513	1413	110	1209	94
ENST00000285928	3163	69	2478	616
ENST00000297770	2011	231	1314	466
ENST00000309366	574	42	429	103
ENST00000295802	3141	21	1833	1287
ENST00000323571	7492	258	1323	5911
ENST00000300574	3850	115	915	2820
ENST00000283474	1374	91	534	749
ENST00000307959	1310	69	1167	74
ENST00000290866	4962	34	3921	1007
ENST00000304231	1990	193	1065	732
ENST00000313543	1214	115	903	196
ENST00000287814	1194	72	675	447
ENST00000295087	5264	245	540	4479
ENST00000317995	5735	253	873	4609
ENST00000301329	2059	86	897	1076
ENST00000280606	2181	154	1662	365
ENST00000299957	3974	311	1311	2352
ENST00000315554	1435	84	576	775
ENST00000291672	2304	1062	1023	219
ENST00000303965	7513	495	5115	1903
ENST00000293670	1875	63	1482	330
ENST00000296486	2086	155	1500	431
ENST00000294618	6430	84	6144	202
ENST00000301691	2296	50	642	1604
ENST00000301740	9044	240	8259	545
ENST00000299267	4494	64	1422	3008
ENST00000320248	6911	1167	1872	3872
ENST00000307564	7380	162	4320	2898
ENST00000275954	4040	256	546	3238
ENST00000286070	1803	110	1425	268
ENST00000300557	1524	256	312	956
ENST00000308127	2781	96	1980	705
ENST00000307886	1272	18	1131	123
ENST00000279028	2123	94	1701	328
ENST00000313447	924	0	924	0
ENST00000323040	3052	949	1089	1014
ENST00000294288	1010	120	663	227
ENST00000324366	2304	15	1914	375
ENST00000304164	4933	93	3411	1429
ENST00000298386	3336	87	2265	984
ENST00000321613	3099	457	993	1649
ENST00000283256	8660	156	6018	2486
ENST00000295981	2621	218	2376	27
ENST00000318222	2790	125	2418	247
ENST00000310271	2212	145	1923	144
ENST00000293217	7317	93	1983	5241
ENST00000301466	2073	92	1569	412
ENST00000308249	6560	144	2268	4148
ENST00000319098	4646	51	1566	3029
ENST00000316891	5051	13	1404	3634
ENST00000307767	1876	111	618	1147
ENST00000293471	3165	427	1854	884
ENST00000301408	877	362	498	17
ENST00000310417	1750	147	1515	88
ENST00000312499	1427	13	444	970
ENST00000314011	4465	531	1413	2521
ENST00000291598	2538	165	1710	663
ENST00000300399	2179	199	1524	456
ENST00000293502	1789	147	942	700
ENST00000304511	759	130	588	41
ENST00000285311	3654	722	780	2152
ENST00000307897	3595	13	1776	1806
ENST00000301280	3366	123	2871	372
ENST00000300605	2185	133	780	1272
ENST00000304920	1861	108	609	1144
ENST00000306507	2491	592	1227	672
ENST00000285735	2199	1210	582	407
ENST00000315757	10191	97	3567	6527
ENST00000302819	2297	163	2046	88
ENST00000306846	2780	231	1440	1109
ENST00000316059	5776	219	1713	3844
ENST00000316738	3136	70	492	2574
ENST00000291270	2799	138	1890	771
ENST00000311925	683	137	297	249
ENST00000297186	2923	88	2613	222
ENST00000319653	6429	227	5169	1033
ENST00000308366	551	26	447	78
ENST00000309950	549	56	324	169
ENST00000308287	2311	111	804	1396
ENST00000300176	4819	144	1446	3229
ENST00000312584	3535	92	1161	2282
ENST00000302362	868	45	555	268
ENST00000325083	6820	439	6075	306
ENST00000317310	2768	41	999	1728
ENST00000286049	627	202	336	89
ENST00000307712	3843	225	2298	1320
ENST00000295992	1896	187	1248	461
ENST00000317697	2534	90	867	1577
ENST00000279281	2661	37	2349	275
ENST00000317271	1583	363	981	239
ENST00000308497	10507	1484	2781	6242
ENST00000312358	10782	135	9804	843
ENST00000309311	3158	83	2577	498
ENST00000300190	739	103	603	33
ENST00000301532	945	0	945	0
ENST00000296255	2284	18	1824	442
ENST00000300006	2111	66	615	1430
ENST00000296043	10891	824	5991	4076
ENST00000291481	4342	72	1209	3061
ENST00000278671	1089	73	486	530
ENST00000316963	2515	124	693	1698
ENST00000309048	905	85	417	403
ENST00000303296	7614	511	3648	3455
ENST00000322940	1901	87	546	1268
ENST00000292211	3239	109	1269	1861
ENST00000310826	7452	187	3201	4064
ENST00000299952	2214	43	1233	938
ENST00000306433	5336	56	1197	4083
ENST00000276211	2985	241	1644	1100
ENST00000295082	2292	493	1485	314
ENST00000311180	8780	106	1830	6844
ENST00000278840	3091	91	1335	1665
ENST00000286428	1616	23	594	999
ENST00000316045	7277	857	4452	1968
ENST00000301272	1262	46	849	367
ENST00000304218	787	62	660	65
ENST00000317276	4676	207	3873	596
ENST00000314163	2160	117	1368	675
ENST00000319170	9699	191	3753	5755
ENST00000307078	4260	315	2532	1413
ENST00000282003	3507	35	2181	1291
ENST00000317568	3685	125	1395	2165
ENST00000297679	2171	97	1110	964
ENST00000287042	5288	414	1434	3440
ENST00000307161	1289	202	1053	34
ENST00000304330	4663	115	4182	366
ENST00000324048	5378	970	3714	694
ENST00000299687	8071	121	6747	1203
ENST00000317506	5245	24	1863	3358
ENST00000314888	8623	154	7626	843
ENST00000288350	2533	366	2013	154
ENST00000285667	3945	27	1416	2502
ENST00000313334	4533	98	477	3958
ENST00000299502	1906	75	1248	583
ENST00000319988	930	0	930	0
ENST00000322764	2228	80	1719	429
ENST00000276692	1029	39	894	96
ENST00000296122	3527	198	984	2345
ENST00000307552	930	0	930	0
ENST00000274979	4128	103	2802	1223
ENST00000298545	1579	29	1440	110
ENST00000302746	1507	23	1080	404
ENST00000303127	1611	21	1071	519
ENST00000298841	1784	225	1284	275
ENST00000312838	1864	83	714	1067
ENST00000307635	6574	87	1371	5116
ENST00000317578	3344	408	2220	716
ENST00000279804	1644	30	606	1008
ENST00000308742	10050	120	1422	8508
ENST00000307068	1758	70	621	1067
ENST00000292169	559	76	285	198
ENST00000286788	1854	58	1647	149
ENST00000323206	1981	281	1527	173
ENST00000305409	2434	91	1854	489
ENST00000321337	2567	356	1725	486
ENST00000314980	499	27	411	61
ENST00000304236	1969	342	834	793
ENST00000318160	4176	273	507	3396
ENST00000284811	683	115	339	229
ENST00000311469	1639	0	1266	373
ENST00000300762	989	18	786	185
ENST00000296333	953	122	831	0
ENST00000274764	569	132	384	53
ENST00000322630	2091	166	1866	59
ENST00000308721	1897	206	984	707
ENST00000281243	1507	36	735	736
ENST00000319340	1917	178	1026	713
ENST00000276014	4513	118	4188	207
ENST00000324361	3411	203	1440	1768
ENST00000297205	1219	106	1020	93
ENST00000304402	2970	1346	1302	322
ENST00000318988	1549	468	735	346
ENST00000283916	2787	69	1257	1461
ENST00000310758	5092	263	2184	2645
ENST00000310396	5304	433	3081	1790
ENST00000276052	3016	78	1713	1225
ENST00000296677	2861	153	1194	1514
ENST00000305159	1042	41	963	38
ENST00000299381	3231	154	333	2744
ENST00000298687	2122	173	1116	833
ENST00000276480	6187	684	3144	2359
ENST00000302312	488	67	309	112
ENST00000284523	2996	131	1059	1806
ENST00000307892	4262	65	453	3744
ENST00000313421	3252	186	2007	1059
ENST00000286364	5638	57	2550	3031
ENST00000296721	6024	110	2307	3607
ENST00000309680	2450	69	1920	461
ENST00000287748	909	286	441	182
ENST00000308677	2695	215	1056	1424
ENST00000283713	2970	266	2571	133
ENST00000284320	4100	140	1827	2133
ENST00000311177	2586	89	753	1744
ENST00000279147	2484	114	414	1956
ENST00000318304	6001	283	3036	2682
ENST00000310454	6041	372	2184	3485
ENST00000310085	2153	63	1668	422
ENST00000307063	3373	62	2268	1043
ENST00000314759	2869	75	1239	1555
ENST00000318227	3053	665	2136	252
ENST00000310169	2272	135	1440	697
ENST00000305107	2100	44	1587	469
ENST00000317370	3375	217	1530	1628
ENST00000305768	5673	84	2352	3237
ENST00000292140	2591	361	1923	307
ENST00000302804	1287	226	930	131
ENST00000295055	2683	177	2010	496
ENST00000278947	4937	208	648	4081
ENST00000302926	4980	411	2508	2061
ENST00000278856	1219	20	1158	41
ENST00000299213	4467	69	1476	2922
